index	trigger	syllables	flag	preview
231	terminal-particle	84		ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། ནད་ཀྱིས་འཐིབས་པའི་དགེ་སློང་ཁོ་རང་ཆུ་བོ་ཆེ
232	quote-open	59		༢༧༽ སྔོན་བུད་མེད་གཅིག་ཁྱིམ་ཐབས་ཀྱི་གྲོགས་ཡུན་རིང་བཙལ་ཀྱང་མ་རྙེད་པས་མྱ་ངན་གྱིས་ནོ
233	line-end	133		དེས་ཀྱང་བློ་ཐེ་ཚོམ་མེད་པར་སྒྲོལ་མ་ལ་གསོལ་བ་བཏབས་པ་དང་འདོན་པ་བཏོན་པས་ཕྱིས་གྲོགས་འ
234	terminal-particle	20		འཇིགས་པ་ལས་བསྐྱབས་པའི་གཏམ་དད་པའི་རྔ་སྒྲ། སྐམ་སར་སླེབས་པས་ཆུ་ཡི་འཇིགས་པ་ལས་བསྒྲལ་
235	line-end	104		དེ་ལ་སོགས་པའི་སྒྲོལ་མས་བར་ཆད་སེལ་བ་དང་། དངོས་གྲུབ་སྟེར་བ་སོགས་ལོ་རྒྱུས་ཤིན་ཏུ་མང
236	line-end	21		༄༅། །སྒྲོལ་མའི་མཎྜལ་བཞི་ཆོག་ཚོགས་གཉིས་སྙིང་པོའི་འགྲེལ་པ་ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་
237	line-end	14		མཎྜལ་བཞི་ཆོག་འགྲེལ་པ་ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། །ཨོཾ་སྭཱསྟི།
238	verse-stanza	33		དྭངས་བའི་ཡིད་ཀྱི་མེ་ལོང་གཙང་མའི་ངོགས༎↵ཁྱོད་སྐུ་ཅུང་ཙམ་འཆར་བའི་མོད་ཉིད་ལ༎↵གྲུབ་བར
239	verse-stanza	32		ཡང་ཟབ་འཕགས་མ་སྒྲོལ་མའི་སྒྲུབ་པའི་ཐབས།།↵མཎྜལ་ཚོགས་གཉིས་སྙིང་པོར་མཽས་རྣམས་ལ།།↵ཕན་པ
240	quote-open	79		འདི་ལ་འདིར་དུས་གསུམ་རྒྱལ་བ་ཀུན་གྱི་ཕྲིན་ལས་ཀྱི་རང་གཟུགས་རྒྱལ་ཡུམ་འཕགས་མ་སྒྲོལ་མའ
241	ordinal-open	46		དང་པོ་ནི། རབ་རྗེ་བཙུན་སྒྲོལ་མའི་དབང་དང་དེ་ལྟར་མ་བྱུང་ཡང་གསང་སྔགས་ཀྱི་དབང་དང་དམ་ཚ
242	verse-stanza	13		སྒྲུབ་པའི་གནས་དང་གྲོགས་དང་རྫས། །↵བར་དུ་གསང་བས་བསྒྲུབ་པར་། །
243	line-end	8		ཞེས་པ་ལྟར། ལྷག་བསམ་བསྐུལ་བའི་མདོ་
244	line-end	8		ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། ལས།
245	verse-stanza	32		གང་ན་སྤྲོས་པའམ་རྩོད་པ་ཡོད་པ་ལས། །↵དཔག་ཚད་བརྒྱ་ཡི་ཕ་རོལ་འགྲོ་བར་བྱ། །↵གང་ལ་ཉོན་མོ
246	line-end	94		ཞེས་པ་ལྟར། ལས་དང་པོ་རྣམས་ལ་འདུ་འཛི་དང་བྲེལ་གཡེང་ཆགས་སྡང་འཁྲུགས་སློང་སོགས་ཉོན་མོང
247	verse-stanza	19		བཀྲ་ཤིས་དགེ་ལེགས་འབྱུང་བར་བྱེད། །↵ཉ་དང་གནམ་སྟོང་ཚེས་བརྒྱད་ཉིན།↵ལྟས་བཟང་བཅས་ཏེ་སྒ
248	terminal-particle	56		ཞེས་དབྱར་དགུན་སྟོན་དཔྱིད་ཀྱི་ཟླ་བ་ར་བའི་ཡར་ཚེས་དང་། རྒྱལ་བའི་དུས་ཆེན་བཞི་དང་། ཚེ
249	terminal-particle	51		གཞན་བར་ཆད་དང་ནད་གདོན་སོགས་ཞི་བའི་ཆེད་ཡིན་ན་སྐབས་དེ་དང་།དོན་ཆེན་པོ་སོགས་ཀྱི་ཆེད་ཡ
250	quote-open	5		གྲོགས་ནི། མདོ་སྡུད་པ་ལས།
251	line-end	23		སློབ་མ་བཟང་པོ་བླ་མ་གུས་ལྡན་དེ་དག་གིས། །བླ་མ་མཁས་པ་དག་ལ་རྟག་ཏུ་བསྟེན་པར་བྱ། །ཅིའི
252	line-end	292		མཎྜལ་བཞི་ཆོག་འགྲེལ་པ་ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། ཞེ་ན་མཁས་པའི་ཡོན་ཏན་
253	line-end	274		ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། སྦྲ་དང་ལྡན་པ་དང་མ་འགྲུབ་ན་ཡང་ཤ་ཆང་སོགས་ཀྱ
254	line-end	304		མཎྜལ་བཞི་ཆོག་འགྲེལ་པ་ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། འགྲོ་ཀུན་སྐྱབས་སུ་མཆ
255	terminal-particle	22		ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། བའི་འཇིགས་པ་ལས་བསྒྲལ་ནས་མཐར་ཐུག་གི་ཐར་པ་ཐ
256	line-end	81		དེ་ལྟར་སྐྱབས་སུ་འགྲོ་བའི་དགོས་པ་དང་ཕན་ཡོན་ནི། ནང་པའི་ལམ་གྱི་འཇུག་སྒོ་སྐྱབས་འགྲོ་
257	verse-stanza	22		ཐར་པའི་ལམ་སྣ་ཟིན་པར་འགྱུར་བའོ།།↵སེམས་བསྐྱེད་ནི བྱང་ཆུབ་སྨོན་པའི་སེམས་བསྐྱེད་ནས།↵
258	line-end	62		ཞེས་ཚིག་རྐང་གཉིས་ཀྱིས་བསྟན། ཕ་མ་སེམས་ཅན་ཐམས་ཅད་གཏན་གྱི་བདེ་བ་རྫོགས་པའི་སངས་རྒྱས་
259	verse-stanza	13		སེམས་བསྐྱེད་པ་ནི་གཞན་དོན་ཕྱིར། །↵ཡང་དག་རྫོགས་པའི་བྱང་ཆུབ་འདོད། །
260	line-end	67		གསུངས་པ་ལྟར། སེམས་ཅན་གཞན་གྱི་དོན་གྱི་ཕྱིར་སངས་རྒྱས་ཀྱི་གོ་འཕང་སྒྲུབ་པར་འདོད་པའི་
261	line-end	74		མཎྜལ་བཞི་ཆོག་འགྲེལ་པ་ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། དངོས་ཉམས་སུ་ལེན་ནས་ས
262	terminal-particle	63		སེམས་བསྐྱེད་ཀྱིས་ཟིན་པའི་དགེ་བའི་རྩ་བ་ཐམས་ཅད་སངས་རྒྱས་ཀྱི་རྒྱུ་རུ་འགྱུར་བ་དང་། ད
263	quote-open	24		སྐྱབས་འགྲོ་སེམས་བསྐྱེད་གོང་དུ་སོང་ཟིན་ནས་ཚོགས་ཞིང་གི་སྤྱན་སྔར་ཡན་ལག་བདུན་པའི་སྒོ
264	ordinal-open	15		དང་པོ་ཕྱག་འཚལ་བའི་ཡན་ལག་ནི རྗེ་བཙུན་འཕགས་མ་སྒྲོལ་མ་དང་། །
265	verse-stanza	19		ཕྱོགས་བཅུ་དུས་གསུམ་བཞུགས་པ་ཡི། །↵རྒྱལ་བ་སྲས་བཅས་ཐམས་ཅད་ལ།↵ཀུན་ནས་དང་བས་ཕྱག་འཚལ་ལ
266	line-end	77		ཞེས་པའི་བར་དེ་ཕྱག་འཚལ་བ་པོ་ནི་བདག་དང་སེམས་ཅན་ཐམས་ཅད་ཀྱིས། ཡུལ་གང་ལ་ཕྱག་འཚལ་ན། རྗ
267	terminal-particle	23		ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། གསུམ་གྱི་སྒོ་ཀུན་ནས་གུས་ཞིང་དང་བ་དང་རྩེ་ག
268	line-end	11		དེ་ནི་ཉོན་མོངས་པ་ང་རྒྱལ་གྱི་གཉེན་པོ་ཡིན།
269	ordinal-open	9		གཉིས་པ་མཆོད་པ་འབུལ་བའི་ཡན་ལག་ནི།
270	verse-stanza	25		མེ་ཏོག་བདུག་སྤོས་མར་མེ་དྲི། །↵ཞལ་ཟས་རོལ་མོ་ལ་སོགས་པ།།↵དངོས་འབྱོར་ཡིད་ཀྱིས་སྤྲུལ་
271	line-end	148		ཞེས་པའི་བར་དེ་ཡང་གོང་བཞིན། རྗེ་བཙུན་འཕགས་མ་སྒྲོལ་མ་དང་། ཕྱོགས་བཅུ་དུས་གསུམ་བཞུགས
272	ordinal-open	13		གསུམ་པ་བཤགས་པའི་ཡན་ལག་། ཐོག་མ་མེད་ནས་ད་ལྟའི་བར །
273	verse-stanza	19		མི་དགེ་བཅུ་དང་མཚམས་མེད་ལྔ། །↵སེམས་ནི་ཉོན་མོངས་དབང་འགྱུར་པའི།↵སྡིག་པ་ཐམས་ཅད་བཤགས་
274	line-end	200		མཎྜལ་བཞི་ཆོག་འགྲེལ་པ་ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། དེ་ཡང་ཚོགས་ཀྱི་ཞིང་མ
275	ordinal-open	16		བཞི་པ་རྗེས་སུ་ཡི་རང་གི་ཡན་ལག་ནི། ཉན་ཐོས་རང་རྒྱལ་བྱང་ཆུབ་སེམས །
276	verse-stanza	20		སོ་སོ་སྐྱེ་བོ་ལ་སོགས་པས། །↵དུས་གསུམ་དགེ་བ་ཅི་བསགས་པའི། །↵བསོད་ནམས་ལ་ནི་བདག་ཡི་རང
277	line-end	42		ཞེས་ཚོགས་ཞིང་འཕགས་མ་སྒྲོལ་མའི་སྤྱན་སྔར་གཞན་གྱི་རྒྱུ་བསོད་ནམས་ཏེ་དགེ་བ་དང་འབྲས་བུ
278	terminal-particle	112		ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གཟིངས། ཐོས་དང་། རང་སངས་རྒྱས་དང་། བྱང་ཆུབ་སེམས་དཔའ་ཞེ
279	line-end	18		རྗེས་སུ་ཡི་རང་གི་ཕན་ཡོན་ནི།ཇི་སྐད་དུ། གཞན་གྱི་དགེ་བ་བྱེད་པ་ཐོས་པའི་ཚེ །
280	verse-stanza	25		དེ་ལ་ཕྲག་དོག་མི་དགེའི་སེམས་སྤངས་ནས། །↵སྙིང་ནས་དགའ་བས་རྗེས་སུ་ཡི་རང་ན། །↵དེ་ཡི་བས
281	terminal-particle	4		ཞེས་པ་བཞིན་ནོ། །
282	line-end	51		འདི་ནི་ཕྲག་དོག་གི་གཉེན་པོ་ཡིན ཕྲག་དོག་ནི། ཕན་པ་དང་རྒྱུ་མཚན་མེད་པར་ཚེ་འདིར་རང་མི་
283	ordinal-open	13		ལྔ་པ་ཆོས་ཀྱི་འཁོར་ལོ་བསྐོར་བར་གསོལ་བ་འདེབས་པ་ནི།
284	verse-stanza	20		སེམས་ཅན་རྣམས་ཀྱི་བསམ་པ་དང་། །↵བློ་ཡི་བྱེ་བྲག་ཇི་ལྟ་བར།།↵ཆེ་ཆུང་ཐུན་མོང་ཐེག་པ་ཡི།
285	line-end	60		ཆོས་ཀྱི་འཁོར་ལོ་བསྐོར་དུ་གསོལ།། ཞེས་སངས་རྒྱས་དང་བྱང་ཆུབ་སེམས་དཔའ་བླ་མ་དགེ་བའི་བཤ
286	line-end	16		མཎྜལ་བཞི་ཆོག་འགྲེལ་པ་ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། འདེབས་པ་དང་།
287	ordinal-open	14		དྲུག་པ་སྐུ་མྱ་ངན་ལས་་འདའ་བར་གསོལ་བ་འདེབས་པ་ནི།
288	verse-stanza	25		འཁོར་བ་ཇི་སྲིད་མ་སྟོང་བར། །↵མྱ་ངན་མི་འདའ་ཐུགས་རྗེ་ཡིས།།↵སྡུག་བསྔལ་རྒྱ་མཚོར་བྱིང་
289	line-end	82		ཞེས་སངས་རྒྱས་དང་བྱང་ཆུབ་སེམས་དཔའ་བླ་མ་དགེ་བའི་བཤེས་གཉེན་སྐུ་མྱ་ངན་ལས་འདའ་བར་བཞེད
290	ordinal-open	13		བདུན་པ་བསྔོ་བའི་ཡན་ལག་ནི། བདག་གི་བསོད་ནམས་ཅི་བསགས་པ །
291	verse-stanza	13		ཐམས་ཅད་བྱང་ཆུབ་རྒྱུར་གྱུར་ནས། །↵རིང་པོར་མི་ཐོགས་འགྲོ་བ་ཡི། །
292	line-end	102		འདྲེན་པའི་དཔལ་དུ་བདག་གྱུར་ཅིག། ཅེས་གོང་གི་ཚོགས་བསགས་ཡན་ལག་བདུན་པའི་བསགས་སྦྱངས་ཀྱ
293	terminal-particle	11		ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། ཤོག་ཅིག་ཅེས་བསྔོའོ།།
294	line-end	86		ཞེས་ཚོགས་བསགས་ཡན་ལག་བདུན་པ་གྲུབ་ནས། མཆོད་རྫས་རྣམས་བྱིན་གྱིས་རླབས་པ་ནི། ཨོཾ་བཛྲ་ཨ
295	verse-stanza	25		གནས་ཡུལ་པདྨོ་བཀོད་པའི་ཞིང་། །↵དབྱིབས་དང་རྒྱན་བཀོད་ཚད་མེད་པར། །↵ལྷ་རྫས་ཏིང་འཛིན་ལ
296	line-end	116		ཞེས་སྟོང་པའི་ངང་ལས ཕྱི་གནས་ཡུལ་འདི་ཐ་མལ་གྱི་གནས་ཁང་དང་ས་གཞི་མ་ཡིན་པར་འཕགས་མ་སྒྲོ
297	line-end	250		མཎྜལ་བཞི་ཆོག་འགྲེལ་པ་ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། མཆོད་པའི་རྫས་མ་ཚང་མེ
298	quote-open	191		ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། མཁྱེན་གྱུར་པའི། །བཅོམ་ལྡན་འཁོར་བཅས་གནས་འད
299	ordinal-open	6		དང་པོ་ཕྱག་འཚལ་བ་ནི།
300	verse-stanza	32		ཇི་སྙེད་སུ་དག་ཕྱོགས་བཅུའི་འཇིག་རྟེན་ན། །↵དུས་གསུམ་གཤེགས་པ་མི་ཡི་སེང་གེ་ཀུན། །↵བད
301	ordinal-open	41		དང་པོ་ཕྱག་འཚལ་བ་ནི། ཕྱོགས་བཅུའི་འཇིག་རྟེན་གྱི་ཁམས་ཇི་སྙེད་ཡོད་པ་ཞེས་ཚད་མེད་པར འད
302	terminal-particle	77		མཎྜལ་བཞི་ཆོག་འགྲེལ་པ་ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། ཏེ་དཔེར་ན་རི་དྭགས་ཐམ
303	line-end	18		བྱེ་བྲག་ལུས་ཀྱི་སྒོ་ནས་ཕྱག་འཚལ་བ་ནི། བཟང་པོ་སྤྱོད་པའི་སྨོན་ལམ་སྟོབས་དག་གིས །
304	verse-stanza	25		རྒྱལ་བ་ཐམས་ཅད་ཡིད་ཀྱིས་མངོན་སུམ་དུ། །↵ཞིང་གི་རྡུལ་སྙེད་ལུས་རབ་བཏུད་པ་ཡིས། །↵རྒྱལ
305	line-end	94		གང་ལ་ཕྱག་འཚལ་ན་བདུད་དང་ཉོན་མོངས་པ་སོགས་ལས་རྒྱལ་བའི་སངས་རྒྱས་རྣམས་ལའོ །ཚུལ་ཇི་ལྟར
306	verse-stanza	25		རྡུལ་གཅིག་སྟེང་ན་རྡུལ་སྙེད་སངས་རྒྱས་རྣམས། །↵སངས་རྒྱས་སྲས་ཀྱི་དབུས་ན་བཞུགས་པ་དག།↵
307	line-end	23		ཐམས་ཅད་རྒྱལ་བ་དག་གིས་གང་བར་མོས།། ཆོས་ཉིད་བསམ་མི་ཁྱབ་པར་རྡུལ་གཅིག་སྟེང་ན་རྡུལ་ཕྲ་
308	terminal-particle	97		ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། སྙེད་པ་འདུས་ཞེས་གྲངས་མེད་པའི་དོན་ཡིན་པས་ན
309	line-end	14		ངག་གིས་ཕྱག་འཚལ་བ་ནི། དེ་དག་བསྔགས་པ་མི་ཟད་རྒྱ་མཚོ་རྣམས །
310	verse-stanza	26		དབྱངས་ཀྱི་ཡན་ལག་རྒྱ་མཚོ་སྒྲ་ཀུན་གྱིས། །↵རྒྱལ་བ་ཀུན་གྱི་ཡོན་ཏན་རབ་བརྗོད་ཅིང་༎↵བདེ
311	terminal-particle	35		གང་ལ་ཕྱག་འཚལ་ན་བདེ་བར་གཤེགས་པ་ཞེས་རྒྱུ་བདེ་བར་གཤེགས་པའི་ལམ་ལ་བརྟེན་ནས་འབྲས་བུ་བད
312	terminal-particle	73		ཚུལ་ཇི་ལྟར་ཕྱག་འཚལ་ན་བདེ་བར་གཤེགས་པ་དག་གི་བསྔགས་པ་ཡོན་ཏན་ཟབ་ཅིང་རྒྱ་ཆེ་བ་རྒྱ་མཚོ
313	ordinal-open	19		གཉིས་པ་མཆོད་པ་ལ་གཉིས་བླ་ན་ཡོད་པའི་མཆོད་པ་དང་། བླ་ན་མེད་པའི་མཆོད་པའོ། །
314	ordinal-open	17		དང་པོ་ནི། མེ་ཏོག་དམ་པ་ཕྲེང་བ་དམ་པ་དང་། །སིལ་སྙན་རྣམས་དང་བྱུག་
315	line-end	17		མཎྜལ་བཞི་ཆོག་འགྲེལ་པ་ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། པ་གདུགས་མཆོག་དང་། །
316	verse-stanza	34		མར་མེ་མཆོག་དང་བདུག་སྤོས་དམ་པ་ཡིས། །↵རྒྱལ་བ་དག་ལ་ནི་མཆོད་པར་བགྱི། །↵ན་བཟའ་དམ་པ་རྣ
317	verse-stanza	17		བཀོད་པ་ཁྱད་པར་འཕགས་པའི་མཆོག་ཀུན་གྱིས།↵རྒྱལ་བ་དེ་དག་ལ་ནི་མཆོད་པར་བགྱི།།
318	terminal-particle	133		གང་ལ་མཆོད་། རྒྱལ་དང་རྒྱལ་སྲས་ཀྱི་ཚོགས་ལ གང་མཆོད་ན། མཛེས་པའི་མེ་ཏོག །རིན་པོ་ཆེ་ཡི
319	ordinal-open	17		གཉིས་པ་བླ་ན་མེད་པའི་མཆོད་པ་ནི། མཆོད་པ་གང་རྣམས་བླ་མེད་རྒྱ་ཆེ་བ །
320	verse-stanza	17		དེ་དག་རྒྱལ་བ་ཐམས་ཅད་ལ་ཡང་མོས། །↵བཟང་པོ་སྤྱོད་ལ་དད་པའི་སྟོབས་དག་གིས། །
321	line-end	36		རྒྱལ་བ་ཀུན་ལ་ཕྱག་འཚལ་མཆོད་པར་བགྱི།། ཞེས་རྒྱལ་སྲས་བྱང་ཆུབ་སེམས་པའི་མཆོད་པ་དང་ཏིང་
322	line-end	75		ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། དེའི་གོང་ན་མཆོད་རྫས་གཞན་མེད་པས་བླ་ན་མེད་པ
323	ordinal-open	7		གསུམ་པ་སྡིག་པ་བཤགས་པ་ནི།
324	verse-stanza	34		འདོད་ཆགས་ཞེ་སྡང་གཏི་མུག་དབང་གིས་ནི། །↵ལུས་དང་ངག་དང་དེ་བཞིན་ཡིད་ཀྱིས་ཀྱང་། །↵སྡིག
325	terminal-particle	54		རྒྱུ་ཉོན་མོངས་པ་འདོད་ཆགས་ཞེ་སྡང་གཏི་མུག་སྟེ་དུག་གསུམ་གྱིས་ཀུན་ནས་བསླངས་། ལུས་ངག་
326	ordinal-open	15		བཞི་པ་རྗེས་སུ་ཡི་རང་ནི། ཕྱོགས་བཅུའི་རྒྱལ་བ་ཀུན་དང་སངས་རྒྱས་སྲས །
327	verse-stanza	28		རང་རྒྱལ་རྣམས་དང་སློབ་དང་མི་སློབ་དང་། །↵འགྲོ་བ་ཀུན་གྱི་བསོད་ནམས་གང་ལ་ཡང་། །↵དེ་དག
328	line-end	69		ཞེས་ཕྱོགས་བཅུ་ན་བཞུགས་པའི་རྒྱལ་བ་ཀུན་དང་། སངས་རྒྱས་ཀྱི་ཐུགས་སྲས་བྱང་ཆུབ་སེམས་དཔའ
329	line-end	13		མཎྜལ་བཞི་ཆོག་འགྲེལ་པ་ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས།
330	ordinal-open	11		ལྔ་པ་ཆོས་འཁོར་བསྐོར་བར་གསོལ་བ་འདེབས་པ་ནི།
331	verse-stanza	33		གང་རྣམས་ཕྱོགས་བཅུའི་འཇིག་རྟེན་སྒྲོན་མ་རྣམས། །↵བྱང་ཆུབ་རིམ་པར་སངས་རྒྱས་མ་ཆགས་བརྙེ
332	line-end	85		གང་ཕྱོགས་བཅུའི་འཇིག་རྟེན་གྱི་ཁམས་ན་བླང་དོར་གྱི་གནས་ལ་རྨོངས་ནས་མ་རིག་པའི་མུན་པ་སྟ
333	ordinal-open	13		དྲུག་པ་མྱ་ངན་ལས་མི་འདའ་བར་གསོལ་བ་འདེབས་པ་ནི།
334	verse-stanza	26		མྱ་ངན་འདའ་སྟོན་གང་བཞེད་དེ་དག་ལ། །↵འགྲོ་བ་ཀུན་ལ་ཕན་ཞིང་བདེ་བའི་ཕྱིར། །↵བསྐལ་པ་ཞིང
335	terminal-particle	93		བདག་གིས་ཐལ་མོ་རབ་སྦྱར་གསོལ་བར་བགྱི།། སངས་རྒྱས་དང་བྱང་ཆུབ་སེམས་དཔའ་རྣམས་སྐུ་མྱ་ངན
336	ordinal-open	17		བདུན་པ་བསྔོ་བ་ནི ཕྱག་འཚལ་བ་དང་མཆོད་ཅིག་བཤགས་པ་དང་། །རྗེས་སུ་ཡི་
337	line-end	13		ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། རང་བསྐུལ་ཞིང་གསོལ་བ་ཡི། །
338	verse-stanza	16		དགེ་བ་ཅུང་ཟད་བདག་གིས་ཅི་བསགས་པ། །↵ཐམས་ཅད་རྫོགས་པའི་བྱང་ཆུབ་ཕྱིར་བསྔོའོ།།
339	terminal-particle	90		དགེ་བ་གང་བསྔོ་ན། ཡུལ་གོང་མ་རྒྱལ་བ་རྣམས་ལ་ཕྱག་འཚལ་བ་དང་། མཆོད་པ་འབུལ་བ། སྡིག་པ་བཤ
340	terminal-particle	19		ཚུལ་ཇི་ལྟར་བསྔོ་ན། འཁོར་གསུམ་རྣམ་པར་དག་པ་ཤེས་རབ་སྟོང་པ་ཉིད་ཀྱིས་ཟིན་པར་བསྔོའོ།།
341	line-end	49		དེ་ལྟར་ཡན་ལག་བདུན་པའི་མཆོད་པ་སྔོན་དུ་སོང་ནས། དཀོན་མཆོག་སྤྱི་ལ་མཎྜལ་འབུལ་བ་ནི ནི་
342	verse-stanza	24		ལུས་དང་ལོངས་སྤྱོད་དགེ་ཚོགས་ཀུན། །↵གླིང་བཞིའི་རི་རབ་ཟླར་བཅས། །↵ལྷ་མིའི་ལོངས་སྤྱོད
343	line-end	31		རྒྱུན་མི་འཆད་པར་སྤྲུལ་བྱས་ཏེ༎ ཞེས་བདག་དང་མཐའ་ཡས་པའི་སེམས་ཅན་ཐམས་ཅད་ཀྱིས་བདག་ཏུ་བ
344	line-end	111		མཎྜལ་བཞི་ཆོག་འགྲེལ་པ་ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། དགེ་བའི་ཚོགས་ཀུན་དང་
345	verse-stanza	13		དཀོན་མཆོག་རིན་ཆེན་རྩ་བ་གསུམ། །↵ཆོས་སྲུང་ནོར་ལྷ་རྒྱ་མཚོ་ལ།།
346	line-end	72		ཞེས་སངས་རྒྱས་ཆོས་དགེ་འདུན་དཀོན་མཆོག་རིན་པོ་ཆེ་གསུམ་དང་བྱིན་རླབས་ཀྱི་རྩ་བ་བླ་མ་དང
347	verse-stanza	13		གུས་པས་རྟག་ཏུ་འབུལ་བར་བགྱི། །↵བསོད་ནམས་ཚོགས་ཆེན་རབ་རྫོགས་ནས། །
348	line-end	79		ཡེ་ཤེས་སྣང་བ་རྒྱས་པར་ཤོག །ༀ་གུ་རུ་དེ་ཝ་ཌཱ་ཀི་ནཱི་སརྦ་རཏྣ་མཎྜལ་པཱུ་ཛ་མེ་གྷ་ཨ་ཧཱུྃ
349	quote-open	78		ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། མཎྜལ་ཕུལ་བས་བསོད་ནམས་ཀྱི་ཚོགས་རྒྱ་ཆེར་བསག
350	terminal-particle	119		བསོད་ནམས་ལྡན་པས་མི་ཡི་གང་བསམ་འགྲུབ །ཅེས་གསུངས་པ་ལྟར་མཎྜལ་ལ་བརྩོན་ན་ཚེ་འདིར་ཚེ་བས
351	line-end	16		ཚོགས་ཀྱི་ཞིང་མཆོག་རྣམས་ཀྱི་སྤྱན་སྔར་འདོད་དོན་གསོལ་བ་འདེབས་པ་ནི ན་།
352	verse-stanza	27		སངས་རྒྱས་ཆོས་དང་དགེ་འདུན་དང་། །↵བླ་མ་ཡི་དམ་མཁའ་འགྲོ་དང་། །↵ཆོས་སྲུང་ནོར་ལྷ་གཏེར་
353	verse-stanza	25		རང་བཞིན་མ་འགགས་ཅིར་ཡང་སྟོན། །↵ཐུགས་རྗེ་ཕྲིན་ལས་རྨད་པོ་ཆེ། །↵འགྲོ་ཀུན་སྐྱབས་དང་མག
354	line-end	7		ཕྱག་འཚལ་སྙིང་ནས་སྐྱབས་སུ་མཆི། །
355	line-end	12		ལུས་དང་ལོངས་སྤྱོད་མཆོད་པ་འབུལ། །བདག་དང་མཐའ་ཡས་སེམས་
356	line-end	14		མཎྜལ་བཞི་ཆོག་འགྲེལ་པ་ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། ཅན་རྣམས། །
357	verse-stanza	27		རྟག་ཏུ་ཐུགས་རྗེའི་སྐྱབས་མཛད་གསོལ། །↵ནད་དང་གནོད་པ་ཞི་བ་དང་། །↵ཚེ་དང་བསོད་ནམས་འཕེལ
358	line-end	19		ཆོས་བཞིན་འགྲུབ་པར་བྱིན་གྱིས་རློབས།། ཞེས་པའི་དོན་ནི། ན་མོ་ཞེས་པ་ནི། ཕྱག་འཚལ་བའི་ད
359	ordinal-open	106		དང་པོ་ཕྱག་འཚལ་ཞིང་གསོལ་བ་འདེབས་པ་ནི། སངས་རྒྱས་ཆོས་དང་དགེ་འདུན་དཀོན་མཆོག་གསུམ་དང་
360	line-end	132		དཀར་ཕྱོགས་ལ་དགའ་བའི་དམ་པའི་ཆོས་སྐྱོང་བའི་སྲུང་མ་རྣམས་དང་། ནོར་གྱི་དངོས་གྲུབ་སྟེར
361	quote-open	238		ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། བཅས་པ་མཆོད་པ་འབུལ་བས་ཁྱེད་རྣམས་ཀྱིས་བདག་ད
362	terminal-particle	10		འདིར་ནི་དུས་ཅིག་ཆར་ལ་བསྒོམ་པ་ཡིན་ནོ། །
363	line-end	61		གང་ལྟར་སྒོམ་ཡང་ཐོག་མར་བདག་གི་ཕུང་པོ་དང་གནས་ཁང་སོགས་ཀྱི་དངོས་འཛིན་གྱི་དམིགས་པ་རྣམ
364	line-end	29		མཎྜལ་བཞི་ཆོག་འགྲེལ་པ་ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། ཅུང་ཟད་བཤད་ན སྒོམ་པའ
